职位名称,工作地址,学历要求,工作年限要求,招聘人数,薪资待遇,公司行业,公司性质,公司规模,融资阶段,招聘状态,职位类型,岗位描述,公司介绍,公司工商信息,简历详情页地址,更新日期
高级投资经理,北京海淀区硅谷亮城2号楼B座71A,本科,经验不限,招1人,3万-6万,投资/融资,民营,20人以下,未融资,,全职,<岗位标签>股权投资</岗位标签>岗位职责：<br>1. 针对半导体/新能源/新材料/先进制造四大赛道，快速完成某细分行业的深度研究，并提供潜在投资标的<br>2. 与企业家和行业专家保持密切沟通并维护良好关系<br>任职资格：<br>1. 国内外知名院校理工科硕士及以上学历，电子工程/机械工程/计算机/化学/材料/精仪/光学/自动化等专业方向<br>2. 具备知识图谱/大数据/数据模型/深度学习相关经验优先<br>3. 有志于长期从事一级市场投资工作，结果导向，希望成为行业前百分之五,IC投决荟，新一代投融资直播平台。希望通过创投行业大数据和人工智能技术为驱动，采用“线上+线下”、“标准化+定制化”的服务方式，为企业与投资人提供高效、精准的投融资对接服务。目前IC投决荟已经运营3年的...,http://company.zhaopin.com/CZL1380106800.htm,http://jobs.zhaopin.com/CCL1380106800J40575493410.htm,2024-05-13 11:26:41
创新药投资经理,北京海淀区上地三街,博士,1-3年,招1人,2万-3万,医药制造,民营,1000-9999人,已上市,,全职,<岗位标签>并购投资；股权投资；战略投资</岗位标签>1.根据公司战略发展，收集创新药方向相关的客户、关键线索，洽谈合作意向，寻找符合公司战略方向的创新药合作发展机会;<br>2.与公司内部团队合作，通过专业能力识别和评估重点治疗领域的临床前和临床阶段的机会，进行项目方案的策划、撰写。<br>3.根据公司投资战略要求，寻找适宜的医疗、健康行业的投资项目，参与项目的筛选、评估;<br>4.协助开展行业动态跟踪及细分产业研究，及时了解行业最新动态，把握产业发展趋势:<br>5.对拟投资项目进行相关资料收集、整,振东集团创建于1993年10月1日，以石油贸易起步，7年做成全国民营行业第一；2002年转型制药，8年打造山西省首个创业板上市公司。振东集团涵盖“中西制药、保健功能食品、健康护理用品、中药材种植”四大板...,http://company.zhaopin.com/CZ449273530.htm,http://jobs.zhaopin.com/CC449273530J40568149609.htm,2024-05-11 22:18:05
投资总监（农业产业方向）,北京朝阳区北京市朝阳区建国门外大街甲12号(永安里地铁站A2南口步行260米)15层,大专,5-10年,招1人,1.8万-3万,证券/期货,民营,20-99人,未融资,,全职,<岗位标签></岗位标签>职责描述：<br>1、根据集团农业（种植、林业）发展目标，完成区域投融资目标。<br>2、对国内、地方政治经济环境、法律法规、农业产业政策与行业变化有持续研究和成功项目实践经历。<br>3、熟悉农林业产业项目的整体投拓实施流程、关键环节管控与风险管理。<br>4、负责区域内项目筛选，对拟投资项目进行前期调研，建立估值测算模型，测算项目收益，进行可行性分析；完成项目立项、投决的公司内部评审流程及过程中相关报告的编制工作。<br>5、负责执行区域农业、林业产业投资与合作项目的洽谈，负,中安融德投资有限责任公司是一家经国家工商总局核准成立的，以金融、地产、医疗、能源等行业为主要投资方向，以新城镇开发、大型医院投资建设为实业的综合性投资企业。公司注册资本人民币一亿元公司下设新城镇地...,http://company.zhaopin.com/CC601157624.htm,http://jobs.zhaopin.com/CC601157620J40518954205.htm,2024-05-14 10:21:20
投融资副总监/经理,北京朝阳区高碑店镇金卫路百花文化创意园南门宇电新能源,本科,10年以上,招2人,1.6万-3万,新能源,民营,20-99人,未融资,,全职,<岗位标签>股权投资；基金投资；战略投资；产业投资</岗位标签>职位要求： 1.统招本科以上，财务管理、金融、MBA或相关专业， 2.10年以上大型企业投融资管理工作经验，其中5年以上资本运营工作及管理经验，在资本运营管理方面有可查成功业绩；有新能源电池及相关行业优先； 3.有初创型企业工作经历； 4.出色的管理能力、精准的分析与决策力； 5.优秀的职业道德与职业操守，敬业、稳重、富有开拓精神。,企业愿景：变革能源利用方式创造和谐地球家园企业精神：诚信拼搏务实创新合作共赢,http://company.zhaopin.com/CZL1343970340.htm,http://jobs.zhaopin.com/CCL1343970340J40187551102.htm,2024-05-13 11:19:20
高级投资经理,北京东城区同仁堂(崇文门药店),硕士,3-5年,招2人,2万-2.5万,医药制造,国企,1000-9999人,已上市,,全职,<岗位标签>制造业；投资并购</岗位标签>1.岗位职责 （1）进行市场及行业分析，跟踪产业政策变化，研究产品和技术等相关工作； （2）关注和发掘符合公司战略方向的投资机会，制定投资策略，提出投资建议； （3）调研收集潜在合作方基本信息，建立投资项目储备库，进行目标公司筛选，开展合作意向洽谈； （4）组织执行投资项目尽职调查、专家论证、项目谈判等相关工作； （5）拟定项目投资方案，撰写可行性研究报告，推动投资项目履行决策机构审批程序； （6）起草合作意向书、投资协议、公司章程、股东会决议等相关文件并推动相关,"北京同仁堂股份有限公司1997年成立,在上海证交所上市，是同仁堂集团旗下首家上市公司。公司历经20余年的成长和发展，目前已形成以中成药制造为核心，具备药材种植、成药研发、物流配送、药品零售的完整的产...",http://company.zhaopin.com/CZ203093710.htm,http://jobs.zhaopin.com/CC203093710J40379370005.htm,2024-05-11 18:44:48
投资经理（健康/医疗/养老相关行业）,北京朝阳区百子湾南二路甲72号乐成集团,硕士,1-3年,招1人,1.5万-3万·13薪,房地产开发,民营,1000-9999人,未融资,,全职,<岗位标签></岗位标签>岗位职责：<br>- 负责研究健康、医疗、养老等领域的产业趋势，并挖掘投资机会，投资阶段灵活，以成长期、并购为主；<br>- 和内部业务团队协作，梳理集团相关业务的长期战略规划；<br>- 负责现有交易的执行；<br>- 领导交办的其他事项。<br><br> 岗位要求： <br>- 三年左右投资/战略咨询/投行经验，需有健康/医疗/养老相关行业经历； <br>- 有至少一个大型完整的交易执行经验，对财务模型和材料准备熟悉； <br>- 有耐心，深度研究能力突出； <br>- 对投,乐成集团创立于1996年，发展至今成为国内知名的创新/品质生活方式服务提供商。乐成集团以康养服务和国际教育产业“双轮驱动”，与商管、营造、物业及投资等关联业务协同运作，打造全生命周期的闭环服务，构...,http://company.zhaopin.com/%E4%B9%90%E6%88%90%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC120210127.htm,http://jobs.zhaopin.com/CC120210120J40549792502.htm,2024-05-11 18:38:16
投资总监,北京朝阳区北辰汇园大厦605,硕士,3-5年,招2人,2.5万-4万,投资/融资,民营,20-99人,不需要融资,,全职,<岗位标签>投资机构(VC/PE)；投行/FA；私募基金；年回报率行业前10%；股权；基金从业资格证；证券从业资格证；投资并购</岗位标签>岗位职责：1、负责开拓执行公司投行业务2、开拓及维护公司固定渠道的客户群，打造生态圈；3、负责执行完成公司投行业务项目的投资管理工作；4、负责相关合作方渠道的开发及维护，包括上市公司、证券银行等金融机构；5、与其它各部门前中后台协调合作；6、完成领导安排的其他工作任职要求：1、要求金融、经济、投资等相关专业硕士以上学历；2、具备3年以上证券投行业务工作经验，或公私募投,中新航创始于2012年，总部位于北京，是一家专业从事私募股权投资、可交换公司债券及二级市场投资的资本管理公司，累计管理规模约40亿元以上。公司拥有专业化投资背景的团队，成员均来自于券商银行专业板块。核...,http://company.zhaopin.com/CZ218812630.htm,http://jobs.zhaopin.com/CC218812630J40373492412.htm,2024-05-11 20:15:57
私人投资顾问,北京西城区通泰大厦B座,本科,经验不限,招30人,1万-1.5万·24薪,证券/期货,股份制企业,500-999人,未融资,,全职,<岗位标签>财富管理</岗位标签>此岗位隶属于华夏基金全资子公司华夏财富。 <br> 职责描述： 1. 完成个人销售业绩目标，并能积极主动开发维护客户资源； 2. 以客户为中心，为高净值个人、家族及企业客户提供专业的理财规划及资产配置建议，满足客户多元化的配置需求； 3. 深度理解客户需求，洞察全球金融市场变化，定制个性化财富解决方案； 4. 为客户提供持续的投前、投中和投后服务，包括专业、及时的市场分析和产品咨询服务等，建立长期的服务关系，在复杂市场中陪伴客户财富的稳健增长。 <br> 任职要求： 1.,华夏基金管理有限公司成立于1998年4月9日，是经中国证监会批准成立的首批全国性基金管理公司之一。公司总部设在北京，在北京、上海、深圳、成都、南京、杭州、广州和青岛设有分公司，在香港、深圳、上海设...,http://company.zhaopin.com/CC158501520.htm,http://jobs.zhaopin.com/CC158501520J40426188205.htm,2024-05-11 20:00:53
投资经理,北京海淀区银谷大厦216,本科,3-5年,招2人,1.2万-2.4万,证券/期货,民营,20-99人,未融资,,全职,<岗位标签>并购投资；股权投资；企业投资；基金从业资格证；法律职业资格证书；CPA中国注册会计师；有券商投行部经验</岗位标签>岗位职责： 1、负责私募股权投资基金和政府产业基金的方案策划、发起、设立、尽调、发起项目的立项、参与项目投决会； 2、投资标准的标的及相关市场机会分析、项目调研、可行性分析，组织投资商务谈判、商务方案策划及投资风险辅助分析； 参与项目洽谈和合作谈判沟通； 3、负责部门工作计划拟定、团队业务分工、业务协调，并完成公司下达的年度、季度任务指标； <br> <br> 任职资格： 1、具,方富天元（北京）资产管理有限公司（简称天元资本）成立于2012年，公司90%以上员工具有名校硕士、博士学位，是一家致力于政府产业基金、私募股权基金、上市公司投资融资的资产管理公司。目前，公司主要业务涵括...,http://company.zhaopin.com/CZ443275480.htm,http://jobs.zhaopin.com/CC443275480J40552497711.htm,2024-05-11 22:16:37
业务经理（日语））,北京西城区丰汇时代大厦,本科,3-5年,招1人,1.5万-2万,房地产开发,民营,1000-9999人,未融资,,全职,<岗位标签></岗位标签>岗位职责：<br> 1、 负责收集、整理、分析项目相关的国内外宏观政策、经济发展、产业政策和行业发展动态； <br> 2、 负责投资项目产业链梳理，可行性投资测算，模型搭建，研究论证等具体工作，组织进行拟投资项目的投资经济测算； <br> 3、 对合作业务进行专业性合理规划、整合有效落地方案、设计相关业务拓展； <br> 4、 协调与合作方相关产业业务、资源搭配，促进合作项目进程； <br> 5、 负责部门文字类文件的汇总、编辑、整理，部分数据表格的编制，PPT的编制等。负责部门,兆泰集团成立于1992年，为国内大型综合企业集团。植根于北京，一直致力于城市核心区内高品质住宅和商用房产的投资、开发与管理，以及多元物业发展组合（包括20余个主要项目），开发总量达到300万平方米。30...,http://company.zhaopin.com/CZ205101810.htm,http://jobs.zhaopin.com/CC205101810J40484269613.htm,2024-05-11 20:12:50
投资主管/经理(J11280),北京海淀区银谷大厦,本科,3-5年,招2人,1万-2万·13薪,学校/学历教育,民营,10000人以上,不需要融资,,全职,<岗位标签>投拓；政府关系维护；教育</岗位标签>岗位职责: 1.根据行业和市场调研结果进行项目的可行性分析，并完成可行性分析报告，提出有关投资方向的建议； 2.参与全国/区域的教育项目、学校合作等业务的开拓，促进并维护与各地政府、教育主管部门、学校等业务发展与合作关系，及跟进项目合作情况； 3.负责洞察市场变化趋势，挖掘分析客户需求，提出灵活且行之有效的解决方案； 4.协助领导对项目进行监督和控制，并对项目的执行结果进行评估，拟定项目管理报告； 5.完成公司规定的岗位考核指标和领导交办的其他工作任务。 ,阳光教育创办于1995年，以著名教育家陶行知、陈嘉庚先生为榜样，秉承教育报国之志，追求“爱满天下”的教育理想，坚持“知行合一”的办学实践，成功创办了一批受人尊敬的优质学校，培养具有中国灵魂、国际视野...,http://company.zhaopin.com/CZ279228980.htm,http://jobs.zhaopin.com/CC279228980J40565396012.htm,2024-05-11 20:40:25
政府投融资咨询经理,北京西城区德胜门外大街13号院合生财富广场11楼,本科,1-3年,招5人,1.4万-2.8万,咨询服务,股份制企业,20-99人,,,全职,<岗位标签></岗位标签>中国科学院大学中国政企合作研究中心、中科国咨联合招聘： <br>岗位职责： <br>1、负责基础设施与公共服务项目专项债、城市更新、EOD、PPP等项目全过程咨询服务，包括但不限于在项目运作、交易结构设计等方面的资料收集、尽职调查、财务测算分析、项目合同谈判，以及政策研究分析等工作； <br>2、主导和参与编制项目方案，重点对合同体系、风险分配、采购流程等多维度进行重点分析； <br>3、协助项目管理全流程工作，包括日常法律咨询、与客户的沟通、方案编制、成果汇报、项目采购及谈判等,北京中科国咨咨询管理有限公司（简称“中科国咨”）是一家覆盖PPP咨询、专项债咨询、投融资咨询、可研编制、工程勘察、工程设计、建筑工程项目管理、工程造价咨询等核心业务的综合性项目咨询管理公司，总部位于...,http://company.zhaopin.com/CZL1260638620.htm,http://jobs.zhaopin.com/CCL1260638620J40183284114.htm,2024-05-14 12:25:31
投资经理/高级经理,北京东城区广渠门内大街47号雍贵中心A座5层,本科,经验不限,招1人,2.1万-2.5万·15薪,卫生服务,国企,300-499人,未融资,,全职,<岗位标签>医疗行业投资</岗位标签>岗位职责描述：<br>1、进行医疗服务、医疗器械、大健康相关行业研究，跟踪国内外最新行业动向、研究潜在投资机会；<br>2、进行项目开发、前期筛选与讨论；<br>3、牵头进行项目尽职调查，撰写项目投资建议书和可行性研究报告；<br>4、进行关键交易条款的谈判，起草投资协议；<br>5、进行项目交割、投后管理；<br>6、公司安排的其他工作。任职要求：<br>1、本科及以上学历，理工科/财务/法律/金融专业毕业；<br>2、具有大健康产业研发、投资相关岗位工作从业经验优,北京同仁堂医养产业投资集团有限公司（以下简称“医养集团”）为同仁堂集团旗下全资二级集团，以原北京同仁堂投资发展有限责任公司为基础，整合系内医疗、养老资源，于2019年10月16日正式组建挂牌。医养集团...,http://company.zhaopin.com/CZ268762480.htm,http://jobs.zhaopin.com/CC268762480J40268813010.htm,2024-05-11 20:35:53
战略投资管理,北京丰台区鼎兴大厦A座,硕士,经验不限,招2人,1万-1.3万,货运/物流/仓储,国企,1000-9999人,,,全职,<岗位标签></岗位标签>工作职责： 1.协助部门负责人进行总部物流战略项目的前期规划等工作； <br>2.组织、协调所出资企业之间战略方向合作、交流； <br>3.负责新投资或者并购项目的调研，编制业务战略匹配性及可行性研究报告； <br>4.定期进行战略目标跟进，提出计划和建议； <br>5.完成公司领导交办的其他工作 <br> <br> 任职要求：统招硕士学历及以上，985、211学校，2024年毕业，物流类、金融经济财务类、工商管理类、管理科学与工程类，接受出差。 <br> 待遇：提供北京户口！！,中国物流股份有限公司是中国物流集团所属的混合所有制企业，承担着集团民生物流、特种物流专业化运营的使命。物流股份成立于1988年，经过30余年的发展，成为了拥有80余家子企业、2600余名员工、资产规模达...,http://company.zhaopin.com/CC220535832.htm,http://jobs.zhaopin.com/CC220535830J40589068007.htm,2024-05-11 20:17:14
投资管理岗,北京西城区天桥南大街1号附近天桥艺术大厦B座,硕士,3-5年,招1人,7千-1.4万,广播/影视,国企,500-999人,未融资,,全职,<岗位标签>投资；企业战略咨询</岗位标签>岗位职责：1. 收集有关国家政策、经济等宏观环境、行业动态、市场发展趋势等外部信息；2. 组织集团各部门收集、整理、分析所在行业信息，收集前沿科技信息，为战略和投资寻找机会；3. 负责组织并拟定集团中长期战略规划以及细化战略规划；并对战略实施进行评估，对存在问题提出改进、调整意见；4. 组织对所负责领域内投资项目进行调研、可行性分析，提出新项目投资建议，推动项目落地工作；5．对集团下属公司计划投资的重大项目提出投资建议，并负责项目评审；负责将集团已审定项目提交上,北京天桥盛世投资集团有限责任公司是由西城区国有资产管理委员会下辖国有企业之一，天桥盛世投资集团注册资金约38.9亿元，总资产规模近43亿元，下辖40余家所属公司，持有“首都电影院”、“天桥演艺园区”、“...,http://company.zhaopin.com/CZ240837030.htm,http://jobs.zhaopin.com/CC240837030J40460562005.htm,2024-05-11 20:24:41
集团投资板块负责人,北京北京市朝阳区东三环北路嘉盛中心35层,本科,10年以上,招1人,3万-4万·13薪,房地产开发,民营,500-999人,未融资,,全职,<岗位标签>团队管理</岗位标签>岗位职责：1、根据集团发展规划、经营计划，对集团公司投资运作进行全面的战略管理；2、负责投资公司的资本运作、证券市场投资管理、股权管理、投融资业务规划（股权融资、私募融资等）；3、负责整合集团公司各行业板块现有资产，制订和实施集团资本运作战略，组织协调，确保集团公司资产的保值增值；4、负责对投资项目进行筛选和甄别，提供分析报告，进行风险管理；5、负责对意向性项目进行市场调查、信息收集、数据分析以及可行性研究、编写投资建议书、投资及融资文件；6、负责对实施的投融资工作进行跟,北京天正中广投资控股集团创建于2003年，经过十余年的潜心发展，现已成为一家以不动产投资和开发销售、能源产业、金融投资为主营业务，兼营自持物业经营、文化发展、经贸物流、物业服务等产业的集团化企业，公...,http://company.zhaopin.com/CZ120890780.htm,http://jobs.zhaopin.com/CC120890780J40400384910.htm,2024-05-11 19:00:20
投资经理,北京海淀区世纪金源集团1F,本科,1-3年,招2人,1万-2万,房地产开发,民营,10000人以上,未融资,,全职,<岗位标签></岗位标签>岗位职责： 负责以风电、光伏项目投资为主的新能源合作业务模式设计实施，包括： <br>1. 负责新能源市场优质资源占储、合作、投资、交易等工作，进行业务/商业模式设计实施； <br>2. 负责新能源、节能、环保等产业相关领域风险/价值投资优质标的储备及投资转化； <br>3. 负责新能源基金、资产证券化业务、投资咨询服务合作资源/客户积累，合作方案制定及实施； <br>4. 负责对拟投标的（或拟交易资产）进行投资（或交易）可行性评估、投资（交易）经济性评价、风险分析及风控方案制定,世纪金源集团成立于1991年，是一家综合性跨行业国际集团。集团以“房地产居住、星级大饭店及文旅、大型购物中心、金融资本运营、物业管理与服务、医养大健康”为大型支柱产业，在科技孵化、互联网科技、新能源...,http://company.zhaopin.com/CZ000648590.htm,http://jobs.zhaopin.com/CC000648590J40518156108.htm,2024-05-11 18:31:37
工程亮资合伙人,北京朝阳区北京市朝阳区东三环南路甲52号(近华腾园西门)16层,学历不限,经验不限,招1人,2.8万-2.9万元/月,石油/石化,民营,20-99人,未融资,,兼职/临时,<岗位标签></岗位标签>行业头部集团招年薪百万收购牛人，本集团也是行业里发展最快集团，集团承接工程亮资，欢迎有资源的朋友加入。,有五大电力，大型钢厂，冶炼，供暖等国央企用煤资源可合作，一起人脉变现，我们团队出钱出人力，你做等分钱即可托盘费用行业最低，量大低至年化9~14%，可分润，合作方式灵活，资金无上限，案例🈚数，欢迎在供...,http://company.zhaopin.com/CZL1461068690.htm,http://jobs.zhaopin.com/CCL1461068690J40537412712.htm,2024-05-13 11:57:09
矿业投资项目经理,北京朝阳区京城大厦,硕士,经验不限,招1人,1.5万-2.5万,贸易/进出口,国企,100-299人,未融资,,全职,<岗位标签>矿山投资；表达能力；英语；采矿；选矿；矿山经营管理；矿业工程；矿产开采设计</岗位标签>工作范围与职责：<br>1.承担矿业行业相关调研与分析工作。<br>2.组织和参与新项目的相关的分析与方案论证工作。<br>3.组织和参与投资项目的实施推进。<br>4.组织和参与投后项目的管理工作，根据需要未来有可能外派到境外项目工作。<br>5.承担部门交办的其他工作。 <br>任职要求： <br>1. 40岁以下，选矿、采矿、矿业工程相关专业，熟悉选矿、采矿、矿业工程等专业知识，研究生及以上学历。 <,中信金属股份有限公司是中国中信集团公司下属全资子公司，主要从事冶金原材料、冶金产品的进出口贸易和实业投资，经营的主要产品有铌产品、铁矿石、铜精矿、电解铜、电解镍、钢材、煤炭、铝锭、氧化铝、化工产品...,http://company.zhaopin.com/CZ120539190.htm,http://jobs.zhaopin.com/CC120539190J40474219311.htm,2024-05-11 18:39:54
投融资专员,北京朝阳区建国门路81号华贸中心写字楼,硕士,1年以下,招1人,1万-1.5万,房地产开发,合资,500-999人,未融资,,全职,<岗位标签>企业投融资</岗位标签>1、参与企业投融资规划、投融资管理、评估、分析与监控; 2、参与行业研究，并对项目初选并编制前期可行性建议书; 3、参与企业的投资项目分析，商业计划书的撰写。 4、参与投融资工作的资料准备和手续办理; 5、配合投融资部其他工作。 任职资格： 1、统招研究生学历，金融、经济、会计学等相关专业; 2、具有财务、金融知识； 3、2022年、2023年毕业生也可考虑。,华贸集团专注于现代服务业平台运营，以代表作华贸中心蜚声世界。2002年以来，凭藉时代使命感与历史责任感，秉承“对城市负责、对社会负责、对历史负责”的先进理念，华贸以“开发建设、运营管理一体化，持续创...,http://company.zhaopin.com/CZ120118330.htm,http://jobs.zhaopin.com/CC120118330J40443138906.htm,2024-05-11 18:35:02
投资经理（项目承揽+承做）,北京朝阳区朝外SOHOD0626,本科,5-10年,招1人,1.8万-2.2万,投资/融资,民营,20-99人,未融资,,全职,<岗位标签>尽职调查；行业研究；投资分析；投后管理；资产管理；投资项目评估</岗位标签>岗位职责：<br>1.搭建渠道，筛选、挖掘项目，不断探索热门行业的投资前景及相关项目分析研究；2.跟踪、研究筛选项目行业动态和政策，分析、判断筛选项目行业发展趋势、投资机会和风险因素；3.对拟投资项目进行前期调查、审阅及准备商业计划书及项目投资有关文件整理；4.参与投资项目谈判，建立并保持与项目方、中介机构、合作伙伴及潜在合作伙伴的良好业务关系；5.协助配合对已投资项目进行监管，提出合理性的投后管理意见，包括但不限于行,北京榆钱财富管理咨询服务（以下简称榆钱财富）有限公司于2012年在山东崛起，在北京成立注册时间为2014年底，总部位于北京CBD金融核心区朝外SOHO，是新三板在全国开放以来，第一批进入该领域的投资管理...,http://company.zhaopin.com/CZ307718580.htm,http://jobs.zhaopin.com/CC307718584J90250117000.htm,2024-05-11 20:57:27
投融资专员,北京大兴区北京市高级别自动驾驶示范区创新运营中心,本科,3-5年,招1人,1.2万-1.5万,互联网,国企,300-499人,不需要融资,,全职,<岗位标签></岗位标签>岗位职责：<br>1、根据公司发展战略和投资工作计划，参与对各类型投资项目进行搜集和分析，参与项目前期商务谈判；<br>2、参与尽职调查与价值评估，配合撰写项目立项报告与投资建议书等项目文件；<br>3、协助拓展和维护公司外部资源，保持与相关机构的日常沟通及业务配合；<br>4、负责投资项目工作的资料整理、分类及归档；<br>5、领导交办的其他相关工作。<br><br>任职要求：<br>1、本科以上学历，投资、金融、财务、经济等相关专业；通过CPA考试的优先（2-3门也可）<br,北京亦庄智能城市研究院集团有限公司（简称“智能院”）位于北京经济技术开发区，是北京市属一级国有企业北京亦庄投资控股有限公司（简称“亦庄控股集团”）的二级子公司，承担智慧园区、智慧亦庄、智慧政务等信...,http://company.zhaopin.com/CZ888223200.htm,http://jobs.zhaopin.com/CC888223200J40626824315.htm,2024-05-14 11:46:04
投资风控经理,北京朝阳区CBD国际大厦1606,本科,5-10年,招1人,2万-3万,化工,外商独资,100-299人,不需要融资,,全职,<岗位标签>风控体系制定；法务风控；风控合规；投融资风控；业务流程风控；合同法；公司法；财税法；合伙企业法</岗位标签>1. 负责公司各类业务、项目的风控分析，包括事前风险审核、事中风险控制、事后风险管控；<br>2. 负责中东投资项目的谈判和实施，编制投资分析报告及相关内容，推动项目落地，设计投后管理及退出方案， 对已投项目及时跟踪，了解、分析项目的发展情况，根据项目发展阶段设计合理退出方案。3. 业务对接：包括但不仅限于与外部合作机构进行商务谈判，规避集团各项目交易风险；跟踪并协调投资流程，监控投资过,北京兴高化学技术有限公司的前身是——日本高化学株式会社北京代表处，成立于2008年，属国家级高新技术企业。高化学株式会社总部设在日本东京，是日本最大的华人企业，国内10个分公司，美国1个分公司，12个参...,http://company.zhaopin.com/CZ467746710.htm,http://jobs.zhaopin.com/CC467746710J40520958002.htm,2024-05-11 21:36:52
投融资经理,"北京昌平区北京市昌平区北七家宏福创业园上承路8号, 派尔特国际中心",硕士,3-5年,招1人,1.5万-3万·13薪,医疗设备/器械,合资,100-299人,未融资,,全职,"<岗位标签></岗位标签>岗位职责：<br>1、根据公司战略，结合外部环境制定融资策略、确定可行方案并推动落地执行；<br>2、负责寻找融资资本，发掘和维护相关融资渠道，建立多元化的融资渠道，与各金融机构、银行证券机构，投资基金，风险投资公司，民间资本等外联单位简历良好的合作关系；<br>3、未来重点对接中东的资源;<br>4、协助参与集团与倒刺线公司谈判，并购倒刺线公司;<br>5、负责投资项目的谈判和实施，制定投资决策文件，组织起草投资协议，并按照投资协议完成投资流程和相关手续,并购优质企业，促使公司",派尔特医疗(Panther Healthcare)是一家扎根于中国，专注于外科手术器械研究、开发、生产与销售的，快速成长的专业化公司。公司成立于2002年，总部位于北京，目前拥有员工300余名，业务覆盖中国大陆及海外70多...,http://company.zhaopin.com/CZ147444830.htm,http://jobs.zhaopin.com/CC147444830J40512857904.htm,2024-05-11 19:45:55
大宗交易项目经理,北京朝阳区温特莱中心A座2203,大专,1-3年,招5人,1万-1.5万,证券/期货,民营,20-99人,未融资,,全职,<岗位标签>券商；大宗交易；上市公司；股票质押</岗位标签>1、主要开发大宗交易，上市公司股东股票减持，股份代持，股权融资等项目；2、利用公司大小非限售解禁股票大宗交易资源，与客户沟通完成工作指标；3、搜集新客户的资料并进行沟通，开发新客户；4、为客户提供快速、准确、专业的信息查询及业务服务要求，完成推广工作；5、维护老客户的业务，定期与合作客户进行沟通，建立良好的长期合作关系；6、完成公司和上级领导安排的辅导和训练，通过管理培训与技能通关。<br>任职要求：1、年龄20-40岁，性别不限；2、对销售工作,深圳前海鸿富投资管理有限公司，是家依法设立的大型综合性投资管理机构。公司主要业务包括上市公司限售解禁股权（原始股东、大小非）收购、定向增发、资产管理、阳光私募、股权投资等。公司核心成员主要由投资界的...,http://company.zhaopin.com/CZL1266417280.htm,http://jobs.zhaopin.com/CCL1266417280J40176514801.htm,2024-05-14 12:27:02
市场开发岗（中核汇海风电投资有限公司）,北京丰台区北京·诺德中心1号楼十层,本科,3-5年,招2人,1.2万-1.8万,电力/水利/热力/燃气,国企,10000人以上,不需要融资,,全职,<岗位标签>新能源</岗位标签>制度落实：落实公司项目开发制度相关规定，并执行到位；根据实际，对项目开发相关制度的完善提出建设性意见和建议。行业研究：收集、整理所辖区域新能源领域各项政策及法律法规；收集、分析所辖区域新能源领域行业及市场数据，掌握行业发展动态。开发计划落实：根据区域开发目标，落实公司整体工作计划和实施方案；做好项目开发进度统计，及时上报前期开发工作进展；做好项目资料整理准备及上会工作。市场开发拓展：负责所辖区域项目的开发拓展，实现既定战略目标；参与所辖区域内相关项目合作的洽谈，提出建设性意,中核汇能有限公司（以下简称“中核汇能”或“公司”）于2011年11月注册成立，是中央直接管理的国有骨干企业中国核工业集团有限公司的成员单位，是中核集团、中国核电非核新能源产业开发建设、运营的专业化平台...,http://company.zhaopin.com/CZ466841410.htm,http://jobs.zhaopin.com/CC466841410J40570120009.htm,2024-05-11 22:25:26
投资部总经理,北京朝阳区嘉泰大厦B座,本科,5-10年,招1人,2万-2.5万,基金,国企,10000人以上,未融资,,全职,<岗位标签></岗位标签>投资公司总经理岗位职责：1、负责根据集团的战略规划，对相关区域开展深度研究，为支持基金和城发两大核心业务积极拓展各类资源；2、负责推动政企合作相关工作，征集业务板块及合作伙伴需求，组织拜访、会晤，牵头推进战略合作协议的签署；3、负责组织编制PPT等外宣材料，展示企业形象，积极开展业务宣讲和推广；4、负责将企业战略通过培训、宣导等方式及时、全面、准确地传达到各直属子公司、区域平台公司，指导平台公司开展业务；5、负责监督落实公司与地方政府已达成的战略合作内容，敦促基金和城发业务板块、,中能建控股集团（以下简称“中能建集团”），前身成立于1993年，系经国家批准成立的全民所有制企业，发展初期为我国军事装备现代化及国防建设做出了突出贡献。至2011年，为实现企业转型发展，成立中...,http://company.zhaopin.com/CZ258059680.htm,http://jobs.zhaopin.com/CC258059680J40495451011.htm,2024-05-11 20:33:32
投资经理（金融方向）,北京朝阳区京城大厦,本科,3-5年,招1人,1.5万-2万,投资/融资,国企,20-99人,不需要融资,,全职,<岗位标签>股权投资；基金从业资格证；企业投资；战略投资</岗位标签>岗位职责：<br>1.为投资项目准备推介性文件，编制投资调研报告、可行性研究报告及框架协议相关内容，并拟订项目实施计划和行动方案。<br>2.参与谈判投资项目，建立并保持与合作伙伴、银行和金融机构的良好的业务关系。<br>任职要求：<br>1.3年以上金融机构工作经验，学历本科以上，具有优秀的沟通能力与谈判技巧；<br>2.具有很强的学习能力和自驱力，能不断透过创新思路及设计解决投融资过程中的关键问题；<br>3.熟悉项目管理的相关知识,信创投资管理有限公司(以下简称“信创投资”)是由中信集团全资子公司中信建设有限责任公司发起设立的专业私募股权投资基金管理公司，是集团新城镇化板块的重要基金平台。信创投资在借鉴国际先进管理经验的基...,http://company.zhaopin.com/CZL1473699540.htm,http://jobs.zhaopin.com/CCL1473699540J40543864103.htm,2024-05-13 12:09:16
